VA06;AVAL;EJ;6
VA07;AVAL;EJ;2
VA08;AVAL;EJ;10
VA09;AVAL;EJ;1
VA10;AVAL;EJ;1
VA11;AVAL;EJ;1
VB09;AVAL;EJ;5
AS01;AVAR;EJ;2
AS03;AVAR;EJ;1
AS05;AVAR;EJ;1
AS06;AVAR;EJ;1
AS07;AVAR;EJ;5
AS08;AVAR;EJ;3
AS09;AVAR;EJ;1
AS10;AVAR;EJ;1
AVAL;AVAR;EJ;5
DA01;AVAR;EJ;6
DA02;AVAR;EJ;2
DA03;AVAR;EJ;2
DA04;AVAR;EJ;2
DA05;AVAR;EJ;5
DA06;AVAR;EJ;2
DA08;AVAR;EJ;1
DB05;AVAR;EJ;2
PVCR;AVAR;EJ;3
RIML;AVAR;EJ;2
RIMR;AVAR;EJ;1
SABVL;AVAR;EJ;3
SABVR;AVAR;EJ;1
URYDR;AVAR;EJ;1
URYVL;AVAR;EJ;1
VA03;AVAR;EJ;2
VA04;AVAR;EJ;3
VA05;AVAR;EJ;3
VA06;AVAR;EJ;2
VA07;AVAR;EJ;4
VA08;AVAR;EJ;4
VA10;AVAR;EJ;1
VA11;AVAR;EJ;7
VA12;AVAR;EJ;1
VB09;AVAR;EJ;4
AQR;AVBL;EJ;1
AS07;AVBL;EJ;2
AVBR;AVBL;EJ;3
DB03;AVBL;EJ;1
DB04;AVBL;EJ;1
DB05;AVBL;EJ;1
DB06;AVBL;EJ;2
DB07;AVBL;EJ;2
DVA;AVBL;EJ;1
RIBL;AVBL;EJ;1
RIBR;AVBL;EJ;1
RID;AVBL;EJ;1
SDQR;AVBL;EJ;1
SIBVL;AVBL;EJ;1
VB01;AVBL;EJ;1
VB02;AVBL;EJ;3
VB04;AVBL;EJ;1
VB05;AVBL;EJ;1
VB06;AVBL;EJ;1
VB07;AVBL;EJ;2
VB08;AVBL;EJ;7
VB09;AVBL;EJ;1
VB10;AVBL;EJ;2
VB11;AVBL;EJ;2
AS06;AVBR;EJ;1
AS07;AVBR;EJ;2
AVBL;AVBR;EJ;3
DB01;AVBR;EJ;3
DB02;AVBR;EJ;1
DB03;AVBR;EJ;1
DB04;AVBR;EJ;1
DB05;AVBR;EJ;1
DB06;AVBR;EJ;1
DB07;AVBR;EJ;1
DD01;AVBR;EJ;1
DVA;AVBR;EJ;1
PVNL;AVBR;EJ;2
RIBL;AVBR;EJ;1
RIBR;AVBR;EJ;1
RID;AVBR;EJ;2
SIBVL;AVBR;EJ;1
VA08;AVBR;EJ;1
VA09;AVBR;EJ;1
VB02;AVBR;EJ;1
VB03;AVBR;EJ;1
VB04;AVBR;EJ;1
VB06;AVBR;EJ;2
VB07;AVBR;EJ;2
VB08;AVBR;EJ;3
VB09;AVBR;EJ;6
VB10;AVBR;EJ;1
VB11;AVBR;EJ;1
VD10;AVBR;EJ;1
ADAR;AVDL;EJ;2
AVM;AVDL;EJ;2
FLPL;AVDL;EJ;1
FLPR;AVDL;EJ;1
ADAL;AVDR;EJ;2
ADLL;AVDR;EJ;1
AVJL;AVDR;EJ;2
FLPR;AVDR;EJ;1
AVER;AVEL;EJ;1
RIML;AVEL;EJ;2
RIMR;AVEL;EJ;3
RMDVR;AVEL;EJ;1
RMEV;AVEL;EJ;1
AVEL;AVER;EJ;1
RIML;AVER;EJ;3
RIMR;AVER;EJ;2
RMDVL;AVER;EJ;1
RMDVR;AVER;EJ;1
RMEV;AVER;EJ;1
AVFR;AVFL;EJ;23
AVHL;AVFL;EJ;2
AVHR;AVFL;EJ;3
PVQR;AVFL;EJ;1
AVFL;AVFR;EJ;23
AVHL;AVFR;EJ;2
AVHR;AVFR;EJ;1
VC04;AVFR;EJ;1
RIFL;AVG;EJ;1
RIFR;AVG;EJ;1
AVFL;AVHL;EJ;2
AVFR;AVHL;EJ;2
AVHR;AVHL;EJ;1
PHBR;AVHL;EJ;1
AVFL;AVHR;EJ;3
AVFR;AVHR;EJ;1
AVHL;AVHR;EJ;1
AVAL;AVJL;EJ;2
AVDR;AVJL;EJ;2
AVJR;AVJL;EJ;4
PVCL;AVJL;EJ;1
PVCR;AVJL;EJ;3
RIS;AVJL;EJ;1
AVJL;AVJR;EJ;4
PVCL;AVJR;EJ;1
ADER;AVKL;EJ;1
AQR;AVKL;EJ;2
AVKR;AVKL;EJ;2
PVPL;AVKL;EJ;1
PVPR;AVKL;EJ;1
PVT;AVKL;EJ;2
RICL;AVKL;EJ;1
RICR;AVKL;EJ;1
RIGL;AVKL;EJ;1
SMBDL;AVKL;EJ;1
SMBDR;AVKL;EJ;1
SMBVR;AVKL;EJ;1
VB01;AVKL;EJ;4
VB10;AVKL;EJ;1
ADEL;AVKR;EJ;1
AQR;AVKR;EJ;1
AVKL;AVKR;EJ;2
PVPL;AVKR;EJ;6
RICL;AVKR;EJ;1
RIGR;AVKR;EJ;1
SMBDL;AVKR;EJ;1
SMBDR;AVKR;EJ;2
SMBVR;AVKR;EJ;1
DVB;AVL;EJ;1
DVC;AVL;EJ;9
PVM;AVL;EJ;1
ALML;AVM;EJ;1
ALMR;AVM;EJ;1
AVDL;AVM;EJ;2
AIAL;AWAL;EJ;1
AWAR;AWAL;EJ;1
AIAR;AWAR;EJ;1
AIZR;AWAR;EJ;1
AWAL;AWAR;EJ;1
AUAL;AWBL;EJ;1
AWBR;AWBL;EJ;1
RMGL;AWBL;EJ;1
AUAR;AWBR;EJ;1
AWBL;AWBR;EJ;1
RICL;AWBR;EJ;1
RMGR;AWBR;EJ;1
BAGR;BAGL;EJ;1
RIGR;BAGL;EJ;1
RIR;BAGL;EJ;1
BAGL;BAGR;EJ;1
RIGL;BAGR;EJ;1
RIR;BAGR;EJ;1
OLQDL;CEPDL;EJ;1
RIH;CEPDL;EJ;1
OLQDR;CEPDR;EJ;2
RIH;CEPDR;EJ;1
OLQVL;CEPVL;EJ;1
RIH;CEPVL;EJ;1
OLQVR;CEPVR;EJ;1
RIH;CEPVR;EJ;1
AVAL;DA01;EJ;2
AVAR;DA01;EJ;6
DA04;DA01;EJ;1
SABVL;DA01;EJ;2
SABVR;DA01;EJ;3
AS02;DA02;EJ;1
AS03;DA02;EJ;1
AVAL;DA02;EJ;2
AVAR;DA02;EJ;2
SABVL;DA02;EJ;1
VA01;DA02;EJ;2
AS04;DA03;EJ;1
AVAR;DA03;EJ;2
AVAL;DA04;EJ;3
AVAR;DA04;EJ;2
DA01;DA04;EJ;1
DB03;DA04;EJ;1
VB06;DA04;EJ;1
AS06;DA05;EJ;2
AVAL;DA05;EJ;1
AVAR;DA05;EJ;5
VA04;DA05;EJ;1
VA05;DA05;EJ;2
AVAL;DA06;EJ;10
AVAR;DA06;EJ;2
AVAL;DA07;EJ;2
AVAR;DA08;EJ;1
DA09;DA08;EJ;1
DA08;DA09;EJ;1
PDA;DA09;EJ;1
PHCL;DA09;EJ;1
RID;DA09;EJ;1
AIBR;DB01;EJ;1
AVBR;DB01;EJ;3
DB02;DB01;EJ;1
DB04;DB01;EJ;1
DVA;DB01;EJ;1
RID;DB01;EJ;1
RIS;DB01;EJ;1
VB03;DB01;EJ;1
VB04;DB01;EJ;1
AVBR;DB02;EJ;1
DB01;DB02;EJ;1
DB03;DB02;EJ;6
VB01;DB02;EJ;2
AVBL;DB03;EJ;1
AVBR;DB03;EJ;1
DA04;DB03;EJ;1
DB02;DB03;EJ;6
DB04;DB03;EJ;1
AVBL;DB04;EJ;1
AVBR;DB04;EJ;1
DB01;DB04;EJ;1
DB03;DB04;EJ;1
VB02;DB04;EJ;1
VB04;DB04;EJ;1
AVAR;DB05;EJ;2
AVBL;DB05;EJ;1
AVBR;DB05;EJ;1
AVAL;DB06;EJ;3
AVBL;DB06;EJ;2
AVBR;DB06;EJ;1
AVBL;DB07;EJ;2
AVBR;DB07;EJ;1
AVBR;DD01;EJ;1
DD02;DD01;EJ;1
VD01;DD01;EJ;4
VD02;DD01;EJ;2
DD01;DD02;EJ;1
DD03;DD02;EJ;2
VD04;DD02;EJ;2
DD02;DD03;EJ;2
DD04;DD03;EJ;1
DD03;DD04;EJ;1
VC03;DD04;EJ;1
VD08;DD04;EJ;1
VD10;DD05;EJ;1
AVBL;DVA;EJ;1
AVBR;DVA;EJ;1
DB01;DVA;EJ;1
PVCL;DVA;EJ;1
PVR;DVA;EJ;2
AS09;DVB;EJ;7
AVL;DVB;EJ;1
VA09;DVB;EJ;1
VB09;DVB;EJ;1
AIBL;DVC;EJ;1
AIBR;DVC;EJ;2
AVL;DVC;EJ;9
PVPL;DVC;EJ;2
PVPR;DVC;EJ;13
VA09;DVC;EJ;1
VD01;DVC;EJ;5
VD10;DVC;EJ;4
AVAL;FLPL;EJ;1
AVDL;FLPL;EJ;1
FLPR;FLPL;EJ;2
RIH;FLPL;EJ;1
AVDL;FLPR;EJ;1
AVDR;FLPR;EJ;1
FLPL;FLPR;EJ;2
HSNR;HSNL;EJ;1
HSNL;HSNR;EJ;1
PVNR;HSNR;EJ;1
IL1DR;IL1DL;EJ;1
IL1L;IL1DL;EJ;1
OLLL;IL1DL;EJ;1
RMEV;IL1DL;EJ;1
IL1DL;IL1DR;EJ;1
IL1R;IL1DR;EJ;1
OLLR;IL1DR;EJ;1
RMEV;IL1DR;EJ;1
IL1DL;IL1L;EJ;1
IL1VL;IL1L;EJ;1
IL1DR;IL1R;EJ;1
IL1VR;IL1R;EJ;1
IL1L;IL1VL;EJ;1
IL1VR;IL1VL;EJ;1
RMED;IL1VL;EJ;1
IL1R;IL1VR;EJ;1
IL1VL;IL1VR;EJ;1
IL2R;IL1VR;EJ;1
RMGL;IL2L;EJ;1
IL1VR;IL2R;EJ;1
RMGR;IL2R;EJ;1
URXR;IL2R;EJ;1
AVAL;LUAL;EJ;1
PLML;LUAL;EJ;1
PVR;LUAL;EJ;1
PLMR;LUAR;EJ;1
PVR;LUAR;EJ;1
IL1DL;OLLL;EJ;1
OLLR;OLLL;EJ;2
RIGL;OLLL;EJ;1
IL1DR;OLLR;EJ;1
OLLL;OLLR;EJ;2
RIGR;OLLR;EJ;1
CEPDL;OLQDL;EJ;1
RIBL;OLQDL;EJ;2
RIGL;OLQDL;EJ;1
RMDVL;OLQDL;EJ;1
URBL;OLQDL;EJ;1
CEPDR;OLQDR;EJ;2
RIBR;OLQDR;EJ;2
RIGR;OLQDR;EJ;1
RIH;OLQDR;EJ;1
RMDVR;OLQDR;EJ;1
URBR;OLQDR;EJ;1
ADLL;OLQVL;EJ;1
CEPVL;OLQVL;EJ;1
RIBL;OLQVL;EJ;1
RIGL;OLQVL;EJ;1
RMDDL;OLQVL;EJ;1
URBL;OLQVL;EJ;1
CEPVR;OLQVR;EJ;1
RIBR;OLQVR;EJ;1
RIGR;OLQVR;EJ;1
RMDDR;OLQVR;EJ;1
URBR;OLQVR;EJ;1
DA09;PDA;EJ;1
AS11;PDB;EJ;2
RID;PDB;EJ;2
PDER;PDEL;EJ;3
PVCR;PDEL;EJ;1
PVM;PDEL;EJ;1
PDEL;PDER;EJ;3
PVM;PDER;EJ;1
VA08;PDER;EJ;1
VD09;PDER;EJ;1
PHAR;PHAL;EJ;2
PHAL;PHAR;EJ;2
PVPL;PHAR;EJ;3
PHBR;PHBL;EJ;3
AVHL;PHBR;EJ;1
PHBL;PHBR;EJ;3
DA09;PHCL;EJ;1
PHCR;PHCL;EJ;1
PLML;PHCL;EJ;1
VA12;PHCL;EJ;1
PHCL;PHCR;EJ;1
PVCR;PHCR;EJ;1
VA12;PHCR;EJ;1
LUAL;PLML;EJ;1
PHCL;PLML;EJ;1
PVCL;PLML;EJ;1
LUAR;PLMR;EJ;1
PVCR;PLMR;EJ;1
PVR;PLMR;EJ;2
PVPL;PQR;EJ;4
AVAL;PVCL;EJ;2
AVJL;PVCL;EJ;1
AVJR;PVCL;EJ;1
DVA;PVCL;EJ;1
PLML;PVCL;EJ;1
PVCR;PVCL;EJ;5
VB09;PVCL;EJ;2
VB10;PVCL;EJ;1
AVAL;PVCR;EJ;5
AVAR;PVCR;EJ;3
AVJL;PVCR;EJ;3
PDEL;PVCR;EJ;1
PHCR;PVCR;EJ;1
PLMR;PVCR;EJ;1
PVCL;PVCR;EJ;5
PVWL;PVCR;EJ;2
PVWR;PVCR;EJ;1
VA08;PVCR;EJ;2
VA09;PVCR;EJ;1
AVL;PVM;EJ;1
PDEL;PVM;EJ;1
PDER;PVM;EJ;1
AVBR;PVNL;EJ;2
PVQR;PVNL;EJ;1
HSNR;PVNR;EJ;1
AQR;PVPL;EJ;7
AVAL;PVPL;EJ;1
AVKL;PVPL;EJ;1
AVKR;PVPL;EJ;6
DVC;PVPL;EJ;2
PHAR;PVPL;EJ;3
PQR;PVPL;EJ;4
PVPR;PVPL;EJ;1
PVT;PVPL;EJ;1
VD03;PVPL;EJ;1
VD13;PVPL;EJ;2
AQR;PVPR;EJ;9
AVKL;PVPR;EJ;1
DVC;PVPR;EJ;13
PVPL;PVPR;EJ;1
VD04;PVPR;EJ;1
VD05;PVPR;EJ;1
ADAL;PVQL;EJ;1
ASKL;PVQL;EJ;5
PVQR;PVQL;EJ;2
ADAR;PVQR;EJ;1
ASKR;PVQR;EJ;4
AVFL;PVQR;EJ;1
PVNL;PVQR;EJ;1
PVQL;PVQR;EJ;2
ALML;PVR;EJ;1
DVA;PVR;EJ;2
LUAL;PVR;EJ;1
LUAR;PVR;EJ;1
PLMR;PVR;EJ;2
AIBL;PVT;EJ;1
AIBR;PVT;EJ;1
AVKL;PVT;EJ;2
PVPL;PVT;EJ;1
RIBL;PVT;EJ;1
RIBR;PVT;EJ;1
PVCR;PVWL;EJ;2
PVCR;PVWR;EJ;1
AVBL;RIBL;EJ;1
AVBR;RIBL;EJ;1
OLQDL;RIBL;EJ;2
OLQVL;RIBL;EJ;1
PVT;RIBL;EJ;1
RIBL;RIBL;EJ;1
RIBR;RIBL;EJ;3
RIGL;RIBL;EJ;1
SIADL;RIBL;EJ;1
SIAVL;RIBL;EJ;1
SIBDL;RIBL;EJ;1
SIBVL;RIBL;EJ;1
SIBVR;RIBL;EJ;1
SMBDL;RIBL;EJ;1
SMDDL;RIBL;EJ;1
SMDVR;RIBL;EJ;2
AVBL;RIBR;EJ;1
AVBR;RIBR;EJ;1
OLQDR;RIBR;EJ;2
OLQVR;RIBR;EJ;1
PVT;RIBR;EJ;1
RIBL;RIBR;EJ;3
RIBR;RIBR;EJ;1
RIGR;RIBR;EJ;1
SIADR;RIBR;EJ;1
SIAVR;RIBR;EJ;1
SIBDR;RIBR;EJ;1
SIBVR;RIBR;EJ;1
SMBDR;RIBR;EJ;1
SMDDL;RIBR;EJ;1
SMDDR;RIBR;EJ;1
SMDVL;RIBR;EJ;2
ASHL;RICL;EJ;2
AVKL;RICL;EJ;1
AVKR;RICL;EJ;1
AWBR;RICL;EJ;1
ASHR;RICR;EJ;2
AVKL;RICR;EJ;1
ALA;RID;EJ;1
AVBL;RID;EJ;1
AVBR;RID;EJ;2
DA09;RID;EJ;1
DB01;RID;EJ;1
PDB;RID;EJ;2
AVG;RIFL;EJ;1
VD01;RIFL;EJ;1
AVG;RIFR;EJ;1
AIBR;RIGL;EJ;3
AQR;RIGL;EJ;2
AVKL;RIGL;EJ;1
BAGR;RIGL;EJ;1
OLLL;RIGL;EJ;1
OLQDL;RIGL;EJ;1
OLQVL;RIGL;EJ;1
RIBL;RIGL;EJ;1
RIGR;RIGL;EJ;3
RMEL;RIGL;EJ;1
URYDL;RIGL;EJ;1
URYVL;RIGL;EJ;1
VB02;RIGL;EJ;1
VD01;RIGL;EJ;2
AIBL;RIGR;EJ;3
AQR;RIGR;EJ;1
AVKR;RIGR;EJ;1
BAGL;RIGR;EJ;1
OLLR;RIGR;EJ;1
OLQDR;RIGR;EJ;1
OLQVR;RIGR;EJ;1
RIBR;RIGR;EJ;1
RIGL;RIGR;EJ;3
URYDR;RIGR;EJ;1
URYVR;RIGR;EJ;1
CEPDL;RIH;EJ;1
CEPDR;RIH;EJ;1
CEPVL;RIH;EJ;1
CEPVR;RIH;EJ;1
FLPL;RIH;EJ;1
OLQDR;RIH;EJ;1
AIBR;RIML;EJ;1
AIYL;RIML;EJ;1
AVAR;RIML;EJ;2
AVEL;RIML;EJ;2
AVER;RIML;EJ;3
RIS;RIML;EJ;1
AIBL;RIMR;EJ;1
AIYR;RIMR;EJ;1
AVAL;RIMR;EJ;3
AVAR;RIMR;EJ;1
AVEL;RIMR;EJ;3
AVER;RIMR;EJ;2
RIS;RIMR;EJ;1
RMED;RIPL;EJ;1
RMED;RIPR;EJ;1
BAGL;RIR;EJ;1
BAGR;RIR;EJ;1
AIBR;RIS;EJ;1
AVJL;RIS;EJ;1
DB01;RIS;EJ;1
RIML;RIS;EJ;1
RIMR;RIS;EJ;1
SMDDL;RIS;EJ;1
SMDDR;RIS;EJ;1
SMDVL;RIS;EJ;1
AIBL;RIVL;EJ;1
RIVR;RIVL;EJ;2
SDQR;RIVL;EJ;2
SMDVL;RIVL;EJ;1
AIBR;RIVR;EJ;1
RIVL;RIVR;EJ;2
SDQR;RIVR;EJ;2
SMDVR;RIVR;EJ;2
OLQVL;RMDDL;EJ;1
RMDL;RMDDL;EJ;1
RMDVL;RMDDL;EJ;1
SMDDL;RMDDL;EJ;1
OLQVR;RMDDR;EJ;1
RMDVR;RMDDR;EJ;1
SAADR;RMDDR;EJ;1
SMDDR;RMDDR;EJ;1
RMDDL;RMDL;EJ;1
RMDVL;RMDL;EJ;1
RMDVR;RMDR;EJ;1
AVER;RMDVL;EJ;1
OLQDL;RMDVL;EJ;1
RMDDL;RMDVL;EJ;1
RMDL;RMDVL;EJ;1
RMDVR;RMDVL;EJ;1
SAAVL;RMDVL;EJ;1
SMDVL;RMDVL;EJ;1
AVEL;RMDVR;EJ;1
AVER;RMDVR;EJ;1
OLQDR;RMDVR;EJ;1
RMDDR;RMDVR;EJ;1
RMDR;RMDVR;EJ;1
RMDVL;RMDVR;EJ;1
SAAVR;RMDVR;EJ;1
SMDVR;RMDVR;EJ;1
IL1VL;RMED;EJ;1
RIPL;RMED;EJ;1
RIPR;RMED;EJ;1
RMEV;RMED;EJ;2
RIGL;RMEL;EJ;1
RMEV;RMEL;EJ;1
RMEV;RMER;EJ;1
AVEL;RMEV;EJ;1
AVER;RMEV;EJ;1
IL1DL;RMEV;EJ;1
IL1DR;RMEV;EJ;1
RMED;RMEV;EJ;2
RMEL;RMEV;EJ;1
RMER;RMEV;EJ;1
URBR;RMFL;EJ;1
ADLL;RMGL;EJ;1
ASHL;RMGL;EJ;1
ASKL;RMGL;EJ;1
AWBL;RMGL;EJ;1
IL2L;RMGL;EJ;1
RMHL;RMGL;EJ;3
URXL;RMGL;EJ;1
ASHR;RMGR;EJ;1
ASKR;RMGR;EJ;1
AWBR;RMGR;EJ;1
IL2R;RMGR;EJ;1
RMHR;RMGR;EJ;1
URXR;RMGR;EJ;1
RMGL;RMHL;EJ;3
SIBVR;RMHL;EJ;1
RMGR;RMHR;EJ;1
SMBDL;SAADL;EJ;1
RMDDR;SAADR;EJ;1
RMDVL;SAAVL;EJ;1
SMBVR;SAAVL;EJ;3
RMDVR;SAAVR;EJ;1
SMBVL;SAAVR;EJ;2
AVAL;SABD;EJ;4
VA02;SABD;EJ;3
VA03;SABD;EJ;2
VA04;SABD;EJ;1
AVAR;SABVL;EJ;3
DA01;SABVL;EJ;2
DA02;SABVL;EJ;1
AVAL;SABVR;EJ;1
AVAR;SABVR;EJ;1
DA01;SABVR;EJ;3
SDQR;SDQL;EJ;1
AVAL;SDQR;EJ;1
AVBL;SDQR;EJ;1
RIVL;SDQR;EJ;2
RIVR;SDQR;EJ;2
SDQL;SDQR;EJ;1
SIBVL;SDQR;EJ;1
RIBL;SIADL;EJ;1
RIBR;SIADR;EJ;1
RIBL;SIAVL;EJ;1
RIBR;SIAVR;EJ;1
RIBL;SIBDL;EJ;1
SIBVL;SIBDL;EJ;1
AIML;SIBDR;EJ;1
RIBR;SIBDR;EJ;1
SIBVR;SIBDR;EJ;1
AVBL;SIBVL;EJ;1
AVBR;SIBVL;EJ;1
RIBL;SIBVL;EJ;1
SDQR;SIBVL;EJ;1
SIBDL;SIBVL;EJ;1
RIBL;SIBVR;EJ;1
RIBR;SIBVR;EJ;1
RMHL;SIBVR;EJ;1
SIBDR;SIBVR;EJ;1
AVKL;SMBDL;EJ;1
AVKR;SMBDL;EJ;1
RIBL;SMBDL;EJ;1
SAADL;SMBDL;EJ;1
ALNL;SMBDR;EJ;1
AVKL;SMBDR;EJ;1
AVKR;SMBDR;EJ;2
RIBR;SMBDR;EJ;1
SAAVR;SMBVL;EJ;2
AVKL;SMBVR;EJ;1
AVKR;SMBVR;EJ;1
SAAVL;SMBVR;EJ;3
RIBL;SMDDL;EJ;1
RIBR;SMDDL;EJ;1
RIS;SMDDL;EJ;1
RMDDL;SMDDL;EJ;1
RIBR;SMDDR;EJ;1
RIS;SMDDR;EJ;1
RMDDR;SMDDR;EJ;1
VD01;SMDDR;EJ;1
RIBR;SMDVL;EJ;2
RIS;SMDVL;EJ;1
RIVL;SMDVL;EJ;1
RMDVL;SMDVL;EJ;1
SMDVR;SMDVL;EJ;1
RIBL;SMDVR;EJ;2
RIVR;SMDVR;EJ;2
RMDVR;SMDVR;EJ;1
SMDVL;SMDVR;EJ;1
VB01;SMDVR;EJ;1
OLQDL;URBL;EJ;1
OLQVL;URBL;EJ;1
OLQDR;URBR;EJ;1
OLQVR;URBR;EJ;1
RMFL;URBR;EJ;1
RMGL;URXL;EJ;1
IL2R;URXR;EJ;1
RMGR;URXR;EJ;1
AVAL;URYDL;EJ;1
RIGL;URYDL;EJ;1
AVAR;URYDR;EJ;1
RIGR;URYDR;EJ;1
AVAR;URYVL;EJ;1
RIGL;URYVL;EJ;1
AVAL;URYVR;EJ;1
RIGR;URYVR;EJ;1
AVAL;VA01;EJ;3
DA02;VA01;EJ;2
AVAL;VA02;EJ;4
SABD;VA02;EJ;3
VD01;VA02;EJ;1
VD02;VA02;EJ;3
AS01;VA03;EJ;1
AVAL;VA03;EJ;1
AVAR;VA03;EJ;2
SABD;VA03;EJ;2
AS02;VA04;EJ;2
AVAL;VA04;EJ;1
AVAR;VA04;EJ;3
DA05;VA04;EJ;1
SABD;VA04;EJ;1
AS03;VA05;EJ;2
AVAL;VA05;EJ;5
AVAR;VA05;EJ;3
DA05;VA05;EJ;2
AVAL;VA06;EJ;6
AVAR;VA06;EJ;2
